review_id,review_date,rating,wait_time,taste,service,comment
R001015,2024-05-27,5.0,13,3.9,4.7,菜品色香味俱全，服务员态度超好。
R001070,2024-05-27,3.7,13,3.9,3.0,菜品和服务都还过得去，性价比一般。
R001101,2024-05-27,5.0,3,3.0,3.8,服务员很专业，菜品也很美味，点赞！
R001220,2024-05-27,4.5,15,3.0,2.9,慕名而来，果然名不虚传，味道和服务都很好。
R001267,2024-05-27,4.2,14,3.3,3.7,口味正宗，服务热情，是我喜欢的餐厅。
R000067,2024-05-28,3.7,15,4.0,3.9,整体感觉一般，可能不会特意再来。
R000915,2024-05-29,3.9,23,2.4,2.9,味道还可以，服务一般，整体中规中矩吧。
R000985,2024-05-29,3.8,10,3.3,2.0,普通的一餐，没有特别惊喜的地方。
R001125,2024-05-29,5.0,18,4.1,5.0,环境不错，菜品精致，服务员很有耐心。
R000056,2024-05-30,5.0,17,3.3,3.7,菜品色香味俱全，服务员态度超好。
R000159,2024-05-30,3.4,6,3.2,3.0,普通的餐厅，没有太多特色。
R000862,2024-05-30,3.8,4,2.0,2.7,菜品口味还行，服务态度马马虎虎。
R001236,2024-05-30,5.0,10,3.3,3.8,强烈推荐这家餐厅，味道好，服务一流！
R000315,2024-05-31,5.0,12,3.7,4.2,强烈推荐这家餐厅，味道好，服务一流！
R000545,2024-05-31,2.3,8,2.5,2.7,踩雷了，这家店的味道和服务都不行。
R000902,2024-05-31,3.7,16,2.9,3.0,整体感觉一般，可能不会特意再来。
R001291,2024-05-31,3.3,19,3.7,2.6,勉强及格吧，各方面都很普通。
R001293,2024-05-31,4.0,11,2.5,3.6,味道还可以，服务一般，整体中规中矩吧。
R001329,2024-05-31,2.3,22,3.4,2.9,服务员很不专业，体验很差。
R001343,2024-05-31,4.2,26,4.4,2.7,服务员很专业，菜品也很美味，点赞！
R000170,2024-06-01,3.4,19,2.6,3.1,菜品口味还行，服务态度马马虎虎。
R000685,2024-06-01,3.5,3,2.8,3.4,勉强及格吧，各方面都很普通。
R000958,2024-06-01,4.9,16,3.3,3.5,美食与服务兼具，值得推荐给大家！
R001149,2024-06-01,5.0,15,3.6,4.9,菜品色香味俱全，服务员态度超好。
R000363,2024-06-02,3.5,21,2.2,2.9,普通的一餐，没有特别惊喜的地方。
R000394,2024-06-02,4.8,14,3.9,3.9,今天用餐很愉快，菜品美味，服务周到。
R000537,2024-06-02,2.9,18,3.1,4.3,菜品口味还行，服务态度马马虎虎。
R001231,2024-06-02,2.9,24,2.1,3.0,整体感觉一般，可能不会特意再来。
R001275,2024-06-02,5.0,11,2.9,4.2,今天点的菜都很好吃，服务员也很贴心。
R000387,2024-06-03,4.5,8,3.0,3.1,环境不错，菜品精致，服务员很有耐心。
R000556,2024-06-03,3.5,8,3.0,2.5,味道中规中矩，服务态度一般般。
R000782,2024-06-03,3.2,9,2.3,3.2,菜品口味还行，服务态度马马虎虎。
R000906,2024-06-03,3.7,25,3.1,3.4,味道过得去，服务也还行，价格稍贵。
R001281,2024-06-03,3.6,21,4.3,2.7,勉强及格吧，各方面都很普通。
R001385,2024-06-03,5.0,3,3.3,2.9,朋友推荐来的，果然没失望，味道和服务都满分！
R001495,2024-06-03,5.0,7,4.3,4.5,菜品色香味俱全，服务员态度超好。
R000560,2024-06-04,4.0,16,2.3,2.9,朋友推荐来的，果然没失望，味道和服务都满分！
R000944,2024-06-04,4.0,20,1.9,3.0,味道非常棒，服务态度也很好，下次还会再来！
R001020,2024-06-04,4.6,8,3.4,2.7,他们家的菜真的很合我口味，服务也到位。
R001392,2024-06-04,4.0,3,3.2,3.5,味道中规中矩，服务态度一般般。
R000481,2024-06-05,4.4,7,3.0,2.6,强烈推荐这家餐厅，味道好，服务一流！
R000867,2024-06-05,4.8,10,3.5,4.4,特别喜欢他们家的菜，每次来都很满意。
R000882,2024-06-05,3.9,7,3.0,2.8,菜品和服务都还过得去，性价比一般。
R000961,2024-06-05,4.8,15,3.2,3.7,菜品口味极佳，服务员很热情，整体体验很棒。
R000187,2024-06-06,4.7,11,2.9,3.1,他们家的菜真的很合我口味，服务也到位。
R000446,2024-06-06,4.4,12,3.0,4.3,他们家的菜真的很合我口味，服务也到位。
R001012,2024-06-06,4.0,19,2.6,3.9,味道非常棒，服务态度也很好，下次还会再来！
R000539,2024-06-07,4.7,14,3.7,4.9,服务员很专业，菜品也很美味，点赞！
R000587,2024-06-07,4.3,10,2.6,3.2,朋友推荐来的，果然没失望，味道和服务都满分！
R001322,2024-06-07,4.1,21,3.4,3.8,美食与服务兼具，值得推荐给大家！
R000212,2024-06-08,5.0,14,3.2,4.3,朋友推荐来的，果然没失望，味道和服务都满分！
R000765,2024-06-08,4.1,20,4.0,4.7,美食与服务兼具，值得推荐给大家！
R000769,2024-06-08,4.2,10,3.2,2.3,今天点的菜都很好吃，服务员也很贴心。
R001112,2024-06-08,4.6,5,2.9,4.6,环境不错，菜品精致，服务员很有耐心。
R000321,2024-06-09,4.5,13,3.4,3.4,味道非常棒，服务态度也很好，下次还会再来！
R000356,2024-06-09,3.4,9,2.6,4.3,勉强及格吧，各方面都很普通。
R000510,2024-06-09,3.5,22,2.5,2.9,勉强及格吧，各方面都很普通。
R000534,2024-06-09,3.2,19,1.9,3.1,勉强及格吧，各方面都很普通。
R000104,2024-06-10,3.7,8,3.3,3.8,味道中规中矩，服务态度一般般。
R000110,2024-06-10,3.8,12,2.2,2.9,菜品和服务都还过得去，性价比一般。
R000352,2024-06-10,4.1,29,3.7,5.0,菜品色香味俱全，服务员态度超好。
R000365,2024-06-10,4.6,25,3.2,3.7,朋友推荐来的，果然没失望，味道和服务都满分！
R000887,2024-06-10,4.1,13,2.4,4.5,口味正宗，服务热情，是我喜欢的餐厅。
R001077,2024-06-10,2.6,26,2.1,2.3,整体感觉一般，可能不会特意再来。
R000629,2024-06-11,3.7,20,2.5,3.5,味道还可以，服务一般，整体中规中矩吧。
R001173,2024-06-11,4.0,17,3.0,3.1,普通的一餐，没有特别惊喜的地方。
R001210,2024-06-11,4.9,27,3.3,5.0,很满意的一次用餐体验，味道赞，服务棒。
R000655,2024-06-12,5.0,4,4.0,3.5,环境不错，菜品精致，服务员很有耐心。
R000567,2024-06-13,3.3,3,2.2,2.4,菜品和服务都还过得去，性价比一般。
R001062,2024-06-13,1.9,15,1.7,2.0,整体体验很差，味道和服务都不行。
R001164,2024-06-13,2.6,7,1.4,1.7,菜品口味还行，服务态度马马虎虎。
R000182,2024-06-14,3.3,14,3.0,2.6,味道过得去，服务也还行，价格稍贵。
R000819,2024-06-14,4.3,10,3.0,3.3,菜品色香味俱全，服务员态度超好。
R001032,2024-06-14,2.8,7,1.6,2.1,勉强及格吧，各方面都很普通。
R001079,2024-06-14,5.0,17,3.7,3.2,朋友推荐来的，果然没失望，味道和服务都满分！
R001472,2024-06-14,3.5,14,3.5,3.1,味道过得去，服务也还行，价格稍贵。
R000100,2024-06-15,3.8,9,3.4,4.1,菜品口味还行，服务态度马马虎虎。
R000833,2024-06-15,3.3,3,3.2,3.1,普通的一餐，没有特别惊喜的地方。
R001234,2024-06-15,5.0,7,4.2,3.9,环境不错，菜品精致，服务员很有耐心。
R000542,2024-06-16,2.5,11,3.3,1.8,服务跟不上，上菜慢，服务员也没礼貌。
R000723,2024-06-16,2.8,20,1.6,2.6,菜品口味还行，服务态度马马虎虎。
R000726,2024-06-16,3.8,25,3.4,2.7,菜品和服务都属于一般水平，不难吃也不惊艳。
R001330,2024-06-16,4.5,12,3.3,4.5,慕名而来，果然名不虚传，味道和服务都很好。
R001377,2024-06-16,3.9,7,1.6,2.1,菜品和服务都还过得去，性价比一般。
R000488,2024-06-17,2.6,19,2.9,2.9,菜品和服务都还过得去，性价比一般。
R001066,2024-06-17,3.0,11,2.3,3.3,味道过得去，服务也还行，价格稍贵。
R001206,2024-06-17,3.8,23,2.9,2.2,整体感觉一般，可能不会特意再来。
R001454,2024-06-17,4.8,27,4.0,4.5,特别喜欢他们家的菜，每次来都很满意。
R000239,2024-06-18,3.0,22,2.9,2.3,菜品和服务都属于一般水平，不难吃也不惊艳。
R000498,2024-06-18,4.5,7,3.1,5.0,慕名而来，果然名不虚传，味道和服务都很好。
R000532,2024-06-18,3.1,7,3.2,3.4,味道中规中矩，服务态度一般般。
R000669,2024-06-18,2.1,13,1.6,1.7,性价比很低，不值得来。
R000877,2024-06-18,3.9,12,3.4,4.7,整体感觉一般，可能不会特意再来。
R001186,2024-06-18,4.9,17,3.9,3.0,味道非常棒，服务态度也很好，下次还会再来！
R000422,2024-06-19,4.6,20,3.9,4.2,味道非常棒，服务态度也很好，下次还会再来！
R000466,2024-06-19,4.1,15,2.4,3.2,很满意的一次用餐体验，味道赞，服务棒。
R001061,2024-06-19,5.0,6,4.0,3.1,慕名而来，果然名不虚传，味道和服务都很好。
R001159,2024-06-19,4.5,16,3.4,4.7,强烈推荐这家餐厅，味道好，服务一流！
R001443,2024-06-19,4.0,20,3.6,3.5,味道还可以，服务一般，整体中规中矩吧。
R000583,2024-06-20,4.9,3,4.5,3.8,他们家的菜真的很合我口味，服务也到位。
R000654,2024-06-20,3.2,16,2.2,2.6,菜品和服务都还过得去，性价比一般。
R000040,2024-06-21,4.9,3,3.2,4.0,口味正宗，服务热情，是我喜欢的餐厅。
R000699,2024-06-21,4.6,9,4.2,3.3,今天用餐很愉快，菜品美味，服务周到。
R000727,2024-06-21,3.3,26,3.5,3.2,普通的餐厅，没有太多特色。
R000830,2024-06-21,3.4,21,3.3,2.2,勉强及格吧，各方面都很普通。
R000224,2024-06-22,3.1,19,2.6,2.4,勉强及格吧，各方面都很普通。
R000271,2024-06-22,4.9,15,3.8,4.0,美食与服务兼具，值得推荐给大家！
R001200,2024-06-22,4.2,25,4.2,4.4,慕名而来，果然名不虚传，味道和服务都很好。
R001344,2024-06-22,5.0,5,4.4,2.7,菜品口味极佳，服务员很热情，整体体验很棒。
R000036,2024-06-23,3.5,3,2.7,2.4,菜品和服务都还过得去，性价比一般。
R000157,2024-06-23,4.9,16,3.3,3.8,口味正宗，服务热情，是我喜欢的餐厅。
R000796,2024-06-23,5.0,19,3.6,3.8,他们家的菜真的很合我口味，服务也到位。
R000839,2024-06-23,4.6,15,3.3,3.7,味道非常棒，服务态度也很好，下次还会再来！
R000927,2024-06-23,3.4,19,3.4,3.7,普通的餐厅，没有太多特色。
R001144,2024-06-23,3.8,9,3.4,4.3,味道中规中矩，服务态度一般般。
R000407,2024-06-24,3.6,3,2.9,2.6,勉强及格吧，各方面都很普通。
R000046,2024-06-25,3.2,18,1.8,3.4,味道中规中矩，服务态度一般般。
R000509,2024-06-25,3.5,20,3.5,3.0,普通的餐厅，没有太多特色。
R000874,2024-06-25,3.1,19,2.1,3.0,整体感觉一般，可能不会特意再来。
R001158,2024-06-25,4.5,22,3.7,4.0,菜品色香味俱全，服务员态度超好。
R001273,2024-06-25,3.5,13,1.9,3.3,普通的餐厅，没有太多特色。
R000788,2024-06-26,4.1,12,3.0,4.4,口味正宗，服务热情，是我喜欢的餐厅。
R000378,2024-06-27,4.2,13,2.8,3.7,今天用餐很愉快，菜品美味，服务周到。
R001059,2024-06-27,4.9,17,4.0,3.6,服务员很专业，菜品也很美味，点赞！
R000480,2024-06-28,4.9,18,4.5,2.6,服务员很专业，菜品也很美味，点赞！
R000492,2024-06-28,4.5,21,3.8,4.4,菜品口味极佳，服务员很热情，整体体验很棒。
R000737,2024-06-28,4.4,15,3.1,2.7,菜品口味极佳，服务员很热情，整体体验很棒。
R000684,2024-06-29,4.0,25,4.1,3.9,普通的一餐，没有特别惊喜的地方。
R000878,2024-06-29,4.4,4,3.4,2.2,特别喜欢他们家的菜，每次来都很满意。
R001307,2024-06-29,4.4,14,2.9,2.0,菜品色香味俱全，服务员态度超好。
R000078,2024-06-30,3.1,24,3.3,4.3,味道中规中矩，服务态度一般般。
R000260,2024-06-30,4.1,25,4.4,4.2,环境不错，菜品精致，服务员很有耐心。
R000455,2024-06-30,3.3,10,1.4,3.3,勉强及格吧，各方面都很普通。
R000837,2024-06-30,5.0,19,4.5,3.7,慕名而来，果然名不虚传，味道和服务都很好。
R000045,2024-07-02,3.1,10,2.7,2.9,普通的餐厅，没有太多特色。
R000449,2024-07-02,2.6,24,2.7,2.9,菜品和服务都还过得去，性价比一般。
R001237,2024-07-02,5.0,12,4.6,4.3,口味正宗，服务热情，是我喜欢的餐厅。
R001289,2024-07-02,3.5,11,3.3,1.8,整体感觉一般，可能不会特意再来。
R001428,2024-07-02,2.7,16,2.2,3.0,普通的一餐，没有特别惊喜的地方。
R001469,2024-07-02,3.4,3,2.6,3.0,菜品和服务都还过得去，性价比一般。
R000904,2024-07-03,5.0,12,3.4,4.1,美食与服务兼具，值得推荐给大家！
R000059,2024-07-04,4.6,26,2.8,3.2,菜品口味极佳，服务员很热情，整体体验很棒。
R000128,2024-07-04,3.6,25,3.5,2.7,菜品口味还行，服务态度马马虎虎。
R000186,2024-07-04,4.0,24,4.3,4.1,普通的一餐，没有特别惊喜的地方。
R000802,2024-07-04,3.6,7,2.1,3.0,味道还可以，服务一般，整体中规中矩吧。
R001091,2024-07-04,3.4,24,2.6,3.0,菜品和服务都属于一般水平，不难吃也不惊艳。
R001422,2024-07-04,4.7,20,3.3,4.0,美食与服务兼具，值得推荐给大家！
R001484,2024-07-04,3.5,17,3.3,3.4,味道过得去，服务也还行，价格稍贵。
R000075,2024-07-05,2.3,18,1.4,1.7,各方面都需要改进，目前水平太差。
R000447,2024-07-05,3.9,18,3.3,3.1,味道中规中矩，服务态度一般般。
R000528,2024-07-05,3.7,24,4.3,3.2,菜品和服务都属于一般水平，不难吃也不惊艳。
R001326,2024-07-05,2.1,28,2.6,1.4,各方面都需要改进，目前水平太差。
R001336,2024-07-06,3.9,12,2.7,3.0,味道还可以，服务一般，整体中规中矩吧。
R001354,2024-07-06,4.9,16,2.8,3.2,服务员很专业，菜品也很美味，点赞！
R000759,2024-07-07,4.4,3,2.9,2.0,今天用餐很愉快，菜品美味，服务周到。
R000870,2024-07-07,4.2,24,4.4,5.0,强烈推荐这家餐厅，味道好，服务一流！
R001362,2024-07-07,4.5,18,3.1,4.4,今天用餐很愉快，菜品美味，服务周到。
R001425,2024-07-07,2.6,15,2.2,1.8,味道过得去，服务也还行，价格稍贵。
R000077,2024-07-08,4.2,3,3.6,2.7,菜品口味极佳，服务员很热情，整体体验很棒。
R000381,2024-07-08,3.7,22,3.8,3.6,菜品口味还行，服务态度马马虎虎。
R000439,2024-07-08,2.5,23,1.6,3.2,味道有点奇怪，可能不会再来了。
R000792,2024-07-08,3.7,22,3.1,3.8,菜品和服务都还过得去，性价比一般。
R001401,2024-07-08,3.0,14,2.9,2.9,普通的餐厅，没有太多特色。
R001417,2024-07-08,4.4,13,3.4,3.9,今天点的菜都很好吃，服务员也很贴心。
R001369,2024-07-09,3.1,19,2.6,2.8,菜品和服务都还过得去，性价比一般。
R000176,2024-07-10,4.7,12,3.3,3.2,味道非常棒，服务态度也很好，下次还会再来！
R000216,2024-07-10,4.2,14,4.5,3.7,特别喜欢他们家的菜，每次来都很满意。
R001238,2024-07-10,3.6,17,2.7,4.0,菜品和服务都属于一般水平，不难吃也不惊艳。
R000772,2024-07-11,3.7,11,2.6,4.7,菜品口味还行，服务态度马马虎虎。
R000053,2024-07-12,3.7,7,2.7,3.6,菜品和服务都属于一般水平，不难吃也不惊艳。
R001162,2024-07-12,5.0,7,4.1,3.4,环境不错，菜品精致，服务员很有耐心。
R000043,2024-07-13,4.0,28,2.8,2.3,特别喜欢他们家的菜，每次来都很满意。
R000071,2024-07-13,4.2,21,2.8,3.2,味道非常棒，服务态度也很好，下次还会再来！
R000093,2024-07-13,3.3,18,2.8,3.4,普通的一餐，没有特别惊喜的地方。
R000302,2024-07-13,3.2,14,2.4,3.1,勉强及格吧，各方面都很普通。
R000551,2024-07-13,3.8,21,3.0,3.9,味道还可以，服务一般，整体中规中矩吧。
R000681,2024-07-13,4.6,13,3.0,3.9,今天点的菜都很好吃，服务员也很贴心。
R000722,2024-07-13,3.2,9,3.1,2.6,菜品和服务都还过得去，性价比一般。
R000728,2024-07-13,4.4,10,3.9,3.8,强烈推荐这家餐厅，味道好，服务一流！
R000829,2024-07-13,3.4,20,3.6,3.5,普通的一餐，没有特别惊喜的地方。
R000955,2024-07-13,3.4,20,2.9,3.9,菜品和服务都还过得去，性价比一般。
R001209,2024-07-13,2.6,12,2.0,2.3,菜品和服务都属于一般水平，不难吃也不惊艳。
R000144,2024-07-14,4.2,18,3.0,4.3,他们家的菜真的很合我口味，服务也到位。
R000474,2024-07-14,4.2,16,3.4,2.7,口味正宗，服务热情，是我喜欢的餐厅。
R001176,2024-07-14,4.4,3,3.3,3.3,慕名而来，果然名不虚传，味道和服务都很好。
R001251,2024-07-14,3.8,29,3.9,3.5,菜品和服务都属于一般水平，不难吃也不惊艳。
R001287,2024-07-14,3.1,8,1.9,2.5,菜品和服务都还过得去，性价比一般。
R001367,2024-07-14,4.8,8,2.9,3.0,今天点的菜都很好吃，服务员也很贴心。
R000603,2024-07-15,5.0,8,4.7,4.0,很满意的一次用餐体验，味道赞，服务棒。
R000661,2024-07-15,4.2,6,2.7,3.3,环境不错，菜品精致，服务员很有耐心。
R001136,2024-07-15,4.6,23,3.5,4.3,菜品色香味俱全，服务员态度超好。
R001169,2024-07-15,4.6,19,4.0,2.6,很满意的一次用餐体验，味道赞，服务棒。
R001283,2024-07-15,5.0,5,4.2,4.0,他们家的菜真的很合我口味，服务也到位。
R000143,2024-07-16,2.7,14,2.3,2.5,整体感觉一般，可能不会特意再来。
R000515,2024-07-16,3.3,21,3.1,3.2,菜品和服务都属于一般水平，不难吃也不惊艳。
R001177,2024-07-16,2.9,17,2.2,2.7,普通的一餐，没有特别惊喜的地方。
R001399,2024-07-17,5.0,12,4.4,4.0,美食与服务兼具，值得推荐给大家！
R000304,2024-07-18,5.0,3,3.0,3.3,今天点的菜都很好吃，服务员也很贴心。
R000676,2024-07-18,3.0,31,2.8,4.1,味道还可以，服务一般，整体中规中矩吧。
R000686,2024-07-18,4.1,27,3.2,2.6,菜品色香味俱全，服务员态度超好。
R000698,2024-07-18,3.3,15,2.7,2.6,勉强及格吧，各方面都很普通。
R000709,2024-07-20,2.9,12,2.2,1.8,味道中规中矩，服务态度一般般。
R000114,2024-07-21,4.8,14,3.3,3.7,味道非常棒，服务态度也很好，下次还会再来！
R000359,2024-07-21,3.6,17,3.6,3.6,整体感觉一般，可能不会特意再来。
R001296,2024-07-21,4.1,8,2.4,3.3,服务员很专业，菜品也很美味，点赞！
R001356,2024-07-21,2.4,10,2.1,1.1,性价比很低，不值得来。
R000773,2024-07-22,4.1,9,3.2,3.0,菜品口味极佳，服务员很热情，整体体验很棒。
R001203,2024-07-22,3.7,31,2.8,3.5,菜品和服务都属于一般水平，不难吃也不惊艳。
R001352,2024-07-22,2.4,21,2.2,2.3,性价比很低，不值得来。
R001430,2024-07-22,3.0,22,2.8,3.5,味道过得去，服务也还行，价格稍贵。
R000127,2024-07-23,3.7,11,1.7,2.5,味道中规中矩，服务态度一般般。
R000213,2024-07-23,5.0,3,4.6,4.1,美食与服务兼具，值得推荐给大家！
R000487,2024-07-23,3.2,20,3.6,3.0,味道中规中矩，服务态度一般般。
R000495,2024-07-23,4.6,17,4.2,3.6,味道非常棒，服务态度也很好，下次还会再来！
R000605,2024-07-23,4.7,5,3.8,3.8,口味正宗，服务热情，是我喜欢的餐厅。
R000105,2024-07-24,3.8,11,2.7,2.7,菜品和服务都还过得去，性价比一般。
R000299,2024-07-24,4.2,23,3.1,2.6,环境不错，菜品精致，服务员很有耐心。
R000934,2024-07-24,2.3,13,2.3,2.1,整体体验很差，味道和服务都不行。
R001072,2024-07-24,4.6,3,3.1,3.3,朋友推荐来的，果然没失望，味道和服务都满分！
R000270,2024-07-25,4.1,19,3.6,3.9,他们家的菜真的很合我口味，服务也到位。
R000338,2024-07-25,3.6,15,2.9,2.8,整体感觉一般，可能不会特意再来。
R000543,2024-07-25,4.1,10,3.9,3.6,味道非常棒，服务态度也很好，下次还会再来！
R001022,2024-07-25,2.1,38,2.2,2.7,整体体验很差，味道和服务都不行。
R001081,2024-07-25,3.7,17,3.3,4.4,菜品和服务都属于一般水平，不难吃也不惊艳。
R000557,2024-07-26,3.7,11,3.2,3.6,普通的一餐，没有特别惊喜的地方。
R000702,2024-07-26,4.9,13,4.5,3.6,朋友推荐来的，果然没失望，味道和服务都满分！
R000864,2024-07-26,4.8,23,3.8,3.4,味道非常棒，服务态度也很好，下次还会再来！
R000254,2024-07-27,5.0,3,4.3,3.7,朋友推荐来的，果然没失望，味道和服务都满分！
R000295,2024-07-27,3.9,16,2.8,3.5,味道还可以，服务一般，整体中规中矩吧。
R000457,2024-07-27,4.0,3,3.7,3.2,慕名而来，果然名不虚传，味道和服务都很好。
R000668,2024-07-27,5.0,4,4.2,3.9,朋友推荐来的，果然没失望，味道和服务都满分！
R000850,2024-07-27,3.4,11,2.2,3.2,勉强及格吧，各方面都很普通。
R001116,2024-07-27,4.0,20,3.2,2.0,菜品口味还行，服务态度马马虎虎。
R001413,2024-07-27,4.5,9,2.9,4.4,今天点的菜都很好吃，服务员也很贴心。
R000541,2024-07-28,5.0,9,3.8,4.1,美食与服务兼具，值得推荐给大家！
R000980,2024-07-28,3.8,20,3.1,4.4,整体感觉一般，可能不会特意再来。
R001060,2024-07-28,3.6,22,2.9,3.7,普通的餐厅，没有太多特色。
R001194,2024-07-28,4.6,13,2.2,2.9,口味正宗，服务热情，是我喜欢的餐厅。
R001387,2024-07-28,5.0,10,3.6,3.6,环境不错，菜品精致，服务员很有耐心。
R000262,2024-07-29,4.0,20,3.2,3.8,普通的一餐，没有特别惊喜的地方。
R000467,2024-07-29,4.3,13,3.3,3.1,慕名而来，果然名不虚传，味道和服务都很好。
R001067,2024-07-29,3.2,7,2.6,3.4,菜品和服务都还过得去，性价比一般。
R001171,2024-07-29,4.7,9,2.9,5.0,慕名而来，果然名不虚传，味道和服务都很好。
R001243,2024-07-29,3.3,15,2.6,3.1,味道还可以，服务一般，整体中规中矩吧。
R000463,2024-07-30,3.2,19,2.9,3.0,菜品和服务都还过得去，性价比一般。
R001087,2024-07-30,5.0,4,4.2,3.5,今天点的菜都很好吃，服务员也很贴心。
R000598,2024-07-31,3.4,6,3.2,2.3,普通的餐厅，没有太多特色。
R000667,2024-07-31,3.7,8,3.4,3.0,普通的餐厅，没有太多特色。
R000672,2024-07-31,2.2,14,2.5,1.6,各方面都需要改进，目前水平太差。
R001129,2024-07-31,4.2,11,2.8,2.9,菜品口味极佳，服务员很热情，整体体验很棒。
R001143,2024-07-31,4.2,8,3.3,1.6,菜品口味极佳，服务员很热情，整体体验很棒。
R001331,2024-07-31,5.0,3,4.2,3.9,味道非常棒，服务态度也很好，下次还会再来！
R001408,2024-07-31,5.0,5,3.7,2.3,很满意的一次用餐体验，味道赞，服务棒。
R000949,2024-08-01,4.1,8,3.0,3.6,今天点的菜都很好吃，服务员也很贴心。
R000027,2024-08-02,2.8,30,2.7,2.0,普通的餐厅，没有太多特色。
R000347,2024-08-02,2.3,25,2.2,1.4,各方面都需要改进，目前水平太差。
R000687,2024-08-02,4.1,3,4.3,3.1,他们家的菜真的很合我口味，服务也到位。
R001405,2024-08-02,5.0,3,3.7,3.3,慕名而来，果然名不虚传，味道和服务都很好。
R000549,2024-08-03,4.5,12,2.9,4.3,环境不错，菜品精致，服务员很有耐心。
R000675,2024-08-03,3.4,8,2.4,3.1,菜品和服务都属于一般水平，不难吃也不惊艳。
R000730,2024-08-03,3.6,23,1.6,3.6,菜品和服务都属于一般水平，不难吃也不惊艳。
R000798,2024-08-03,4.6,26,3.7,4.2,特别喜欢他们家的菜，每次来都很满意。
R001478,2024-08-03,4.7,8,3.8,4.0,服务员很专业，菜品也很美味，点赞！
R000013,2024-08-04,4.5,9,2.7,3.2,今天用餐很愉快，菜品美味，服务周到。
R000035,2024-08-04,4.4,11,3.7,4.2,慕名而来，果然名不虚传，味道和服务都很好。
R000140,2024-08-04,3.7,6,2.4,1.1,整体感觉一般，可能不会特意再来。
R000206,2024-08-04,3.8,13,2.3,2.9,味道中规中矩，服务态度一般般。
R000261,2024-08-04,3.2,28,2.6,2.2,味道过得去，服务也还行，价格稍贵。
R000279,2024-08-04,3.9,11,3.3,2.8,普通的一餐，没有特别惊喜的地方。
R000308,2024-08-04,3.6,19,3.0,3.5,菜品和服务都还过得去，性价比一般。
R000418,2024-08-04,4.7,10,3.4,3.2,服务员很专业，菜品也很美味，点赞！
R000612,2024-08-05,4.3,13,3.2,4.9,服务员很专业，菜品也很美味，点赞！
R000875,2024-08-05,3.2,23,2.8,3.6,整体感觉一般，可能不会特意再来。
R001001,2024-08-05,5.0,19,3.5,4.4,朋友推荐来的，果然没失望，味道和服务都满分！
R001277,2024-08-05,4.8,12,3.6,4.3,菜品色香味俱全，服务员态度超好。
R000430,2024-08-06,1.9,30,2.8,2.5,性价比很低，不值得来。
R000633,2024-08-06,3.6,20,3.0,3.6,菜品口味还行，服务态度马马虎虎。
R000125,2024-08-07,4.4,29,3.5,3.9,美食与服务兼具，值得推荐给大家！
R000716,2024-08-07,4.9,17,3.7,4.2,很满意的一次用餐体验，味道赞，服务棒。
R000790,2024-08-07,2.4,26,2.9,3.1,味道有点奇怪，可能不会再来了。
R000960,2024-08-07,4.3,18,3.5,3.5,美食与服务兼具，值得推荐给大家！
R000259,2024-08-08,3.6,27,4.0,3.2,普通的一餐，没有特别惊喜的地方。
R000443,2024-08-08,1.9,17,2.1,2.5,性价比很低，不值得来。
R000529,2024-08-08,4.2,16,2.4,4.3,菜品口味极佳，服务员很热情，整体体验很棒。
R000563,2024-08-08,4.5,18,2.6,3.6,今天点的菜都很好吃，服务员也很贴心。
R001239,2024-08-08,3.7,27,4.2,3.3,整体感觉一般，可能不会特意再来。
R000801,2024-08-09,4.1,23,3.0,3.7,慕名而来，果然名不虚传，味道和服务都很好。
R001031,2024-08-09,3.3,18,3.5,4.1,味道还可以，服务一般，整体中规中矩吧。
R000160,2024-08-10,3.7,24,3.7,3.2,勉强及格吧，各方面都很普通。
R000508,2024-08-10,3.7,8,2.7,3.3,普通的餐厅，没有太多特色。
R000807,2024-08-10,3.7,19,3.3,3.4,普通的一餐，没有特别惊喜的地方。
R001223,2024-08-10,4.8,6,3.6,3.2,今天点的菜都很好吃，服务员也很贴心。
R000511,2024-08-11,5.0,3,4.0,4.5,味道非常棒，服务态度也很好，下次还会再来！
R000521,2024-08-11,2.6,15,2.5,2.6,勉强及格吧，各方面都很普通。
R000695,2024-08-11,4.6,16,4.0,2.6,特别喜欢他们家的菜，每次来都很满意。
R000816,2024-08-11,2.7,18,1.5,2.5,菜品口味还行，服务态度马马虎虎。
R001054,2024-08-11,4.2,18,3.4,3.9,强烈推荐这家餐厅，味道好，服务一流！
R000217,2024-08-12,3.3,17,1.9,4.5,味道中规中矩，服务态度一般般。
R000384,2024-08-12,3.7,10,3.4,3.4,整体感觉一般，可能不会特意再来。
R001016,2024-08-12,4.2,17,3.0,2.6,菜品口味极佳，服务员很热情，整体体验很棒。
R001027,2024-08-12,4.0,18,2.8,4.1,他们家的菜真的很合我口味，服务也到位。
R001102,2024-08-12,1.5,19,1.2,1.9,各方面都需要改进，目前水平太差。
R000648,2024-08-13,4.0,8,3.3,3.2,味道中规中矩，服务态度一般般。
R000926,2024-08-13,2.2,19,2.2,3.1,味道有点奇怪，可能不会再来了。
R001188,2024-08-13,4.9,3,2.7,3.0,美食与服务兼具，值得推荐给大家！
R001323,2024-08-13,3.8,14,3.8,2.7,味道还可以，服务一般，整体中规中矩吧。
